unitCode,unitName,routeName,xValue,yValue,mean_passenger_126_traffic,mean_freight_345_traffic,mean_total_traffic,std_freight_345_traffic,mean_freight_345_share,traffic_volatility,inflow_freight,outflow_freight,imbalance_ratio,abs_imbalance_ratio,mean_freight_345_share_scaled,mean_freight_345_traffic_scaled,traffic_volatility_scaled,abs_imbalance_ratio_scaled,vulnerability_score,vulnerability_grade,geometry,local_moran_i,local_p_value,lisa_quadrant,lisa_significant,lisa_cluster,cluster_color,mean_diesel_shock_index_30d,max_diesel_shock_index_30d,fuel_shock_impact_score_mean,fuel_shock_impact_score_max,fuel_shock_impact_grade,impact_grade,grade_color
111,청주,경부선,127.37979,36.625153,9760.873505976097,1229.9322709163346,10990.80577689243,357.9534068423044,0.1112658181217518,0.2910350555934425,1245.731075697211,1214.133466135458,-0.0128452640478373,0.0128452640478373,0.304797142200258,0.1149047274913151,0.0045802915936962,0.016269451420292,0.1300805095102696,High,POINT (127.37979 36.625153),0.0415204567942102,0.228,1,False,Not significant,#d9d9d9,0.5963145671905431,1.0,0.07756890272854174,0.1300805095102696,High,Moderate,#fee08b
112,남청주,경부선,127.423946,36.534429,8332.357569721116,1579.6424302788844,9912.0,689.0592707428584,0.1532633277810034,0.4362121816525311,1573.4581673306773,1585.8266932270917,0.0039149764716787,0.0039149764716787,0.4229093472081852,0.147636962854573,0.0104267641332818,0.0049585994713971,0.1742409657397632,Very High,POINT (127.423946 36.534429),-0.2837792003082127,0.16,4,False,Not significant,#d9d9d9,0.5963145671905431,1.0,0.10390242607196913,0.1742409657397632,Very High,Moderate,#fee08b
113,신탄진,경부선,127.422199,36.439014,12804.028884462152,1804.280876494024,14608.309760956176,693.3624422794603,0.1205883294588724,0.3842874196099461,1931.0179282868528,1677.5438247011953,-0.0702424181533735,0.0702424181533735,0.3310154198832098,0.1686627131689287,0.0083356861263861,0.08896707810242,0.1693639927614028,Very High,POINT (127.422199 36.439014),-0.4112570774785774,0.033,4,True,High-Low,#fdae61,0.5963145671905431,1.0,0.10099421604117818,0.1693639927614028,Very High,Moderate,#fee08b
114,남대전,중부선-대전통영선A,127.476199,36.268537,6885.957171314741,1051.746015936255,7937.703187250996,383.4798922379259,0.1282555751149291,0.3646126407206359,1089.480079681275,1014.0119521912352,-0.0358775437921952,0.0358775437921952,0.3525784910777138,0.0982268178556992,0.0075433570755137,0.0454414914035805,0.1458385623758427,High,POINT (127.476199 36.268537),-0.2362766900449704,0.02,4,True,High-Low,#fdae61,0.5963145671905431,1.0,0.08696565920284166,0.1458385623758427,High,Moderate,#fee08b
115,대전,경부선,127.448327,36.361324,25216.15338645418,1127.1593625498008,26343.312749003984,227.8407126283603,0.0428663847610515,0.2021370892159836,1109.199203187251,1145.1195219123506,0.0159340018450641,0.0159340018450641,0.1124331672628676,0.1052853700447033,0.0010002543429292,0.0201815601441653,0.0695519240896902,Low,POINT (127.448327 36.361324),0.2373146180911524,0.169,3,False,Not significant,#d9d9d9,0.5963145671905431,1.0,0.04147482551081312,0.0695519240896902,Low,Low,#9ecae1
116,옥천,경부선,127.568131,36.309934,8608.640438247012,1039.1464143426294,9647.78685258964,479.5007513710437,0.1048728363983138,0.4614371418241181,1054.8784860557769,1023.414342629482,-0.0151394177913798,0.0151394177913798,0.2868177626118709,0.0970475180446854,0.0114426062356755,0.0191751622521009,0.1212831378945222,High,POINT (127.568131 36.309934),-0.0187926881005752,0.07,4,False,Not significant,#d9d9d9,0.5963145671905431,1.0,0.07232290188108297,0.1212831378945222,High,Moderate,#fee08b
117,금강,경부선,127.668908,36.278719,668.2818725099602,55.52988047808765,723.8117529880478,30.19395764636702,0.0856325404312894,0.5437425290025917,57.02390438247012,54.03585657370518,-0.0269048643994834,0.0269048643994834,0.2327070831904358,0.004982798071057,0.0147571517089276,0.0340769471679827,0.0810737841538299,Moderate,POINT (127.668908 36.278719),0.154887782562639,0.224,3,False,Not significant,#d9d9d9,0.5963145671905431,1.0,0.04834547850819059,0.0810737841538299,Moderate,Low,#9ecae1
118,영동,경부선,127.829721,36.270309,1859.7420318725096,251.96912350597609,2111.711155378486,123.69193570299892,0.1199900311190684,0.4909011627373671,256.87450199203187,247.06374501992036,-0.019468172995964,0.019468172995964,0.3293327883000472,0.023369154215498,0.0126291608524474,0.0246578422693463,0.1132679833790223,High,POINT (127.829721 36.270309),0.020586742770573,0.241,3,False,Not significant,#d9d9d9,0.5963145671905431,1.0,0.06754334848520731,0.1132679833790223,High,Moderate,#fee08b
119,판암,중부선-대전통영선A,127.467975,36.318246,11087.542828685258,299.4292828685259,11386.972111553783,129.33007837146374,0.0261252427157442,0.4319219454172432,294.94621513944224,303.9123505976096,0.0149720417660423,0.0149720417660423,0.0653510136455381,0.0278113388791188,0.0102539907149147,0.0189631684695668,0.0337921375942934,Low,POINT (127.467975 36.318246),0.4922040275673053,0.112,3,False,Not significant,#d9d9d9,0.5963145671905431,1.0,0.020150743903984348,0.0337921375942934,Low,Low,#9ecae1
120,황간,경부선,127.901978,36.223027,1716.1892430278886,213.9183266932271,1930.107569721116,80.46468545872119,0.1215459286464741,0.3761467598524778,218.4940239043825,209.3426294820717,-0.0213899261549349,0.0213899261549349,0.3337085355579038,0.0198076687862366,0.0080078511222217,0.0270918809582539,0.1130748077193373,High,POINT (127.901978 36.223027),0.017119022773138,0.291,3,False,Not significant,#d9d9d9,0.5963145671905431,1.0,0.06742815502531051,0.1130748077193373,High,Moderate,#fee08b
121,추풍령,경부선,128.004231,36.198551,805.7768924302788,61.92629482071713,867.703187250996,29.75024897164909,0.0759845986644217,0.4804138380598913,67.02988047808765,56.822709163346616,-0.082413870749831,0.082413870749831,0.2055735772964313,0.0055814908288697,0.0122068225860484,0.1043830988237529,0.0866645047195505,Moderate,POINT (128.004231 36.198551),-0.009192113862365,0.428,2,False,Not significant,#d9d9d9,0.5963145671905431,1.0,0.05167930662262154,0.0866645047195505,Moderate,Low,#9ecae1
122,김천,경부선,128.094079,36.130898,4387.469123505976,304.37450199203187,4691.843625498008,114.16380802191551,0.0677006581678279,0.375076779673562,326.02191235059763,282.72709163346616,-0.0711209717531872,0.0711209717531872,0.1822761368970903,0.0282742024017815,0.0079647616224931,0.0900798294681421,0.0827740200077886,Moderate,POINT (128.094079 36.130898),0.0275098300499124,0.49,3,False,Not significant,#d9d9d9,0.5963145671905431,1.0,0.04935935391556582,0.0827740200077886,Moderate,Low,#9ecae1
123,구미,경부선,128.360342,36.113469,12917.692231075696,761.6304780876494,13679.322709163347,233.4915864534242,0.0555749075968297,0.306568070962299,778.0099601593625,745.2509960159363,-0.021505812257986,0.021505812257986,0.1481741353989794,0.0710725307606138,0.0052058264164066,0.0272386590483621,0.0722628969408317,Low,POINT (128.360342 36.113469),-0.1870342784809868,0.202,2,False,Not significant,#d9d9d9,0.5963145671905431,1.0,0.043091418113206874,0.0722628969408317,Low,Low,#9ecae1
124,상주,중부내륙선,128.206502,36.42211,2097.481075697211,193.53386454183263,2291.014940239044,78.88374934593912,0.1141606242909922,0.407596621566394,181.2529880478088,205.81474103585657,0.0634559565226341,0.0634559565226341,0.312938385395239,0.017899720174995,0.0092743781425275,0.0803715360095675,0.1171806145014892,High,POINT (128.206502 36.42211),-0.0130559926576294,0.039,2,True,Low-High,#74add1,0.5963145671905431,1.0,0.0698765074195774,0.1171806145014892,High,Moderate,#fee08b
125,남구미,경부선,128.371779,36.072644,10338.66434262948,1161.5577689243028,11500.222111553783,542.3025552816501,0.0956230554358878,0.4668752340952155,1133.6075697211156,1189.50796812749,0.0240626854306793,0.0240626854306793,0.2608040290791776,0.108504998366693,0.0116616053162728,0.0304771229457225,0.1192204538861602,High,POINT (128.371779 36.072644),0.0010267512715773,0.343,1,False,Not significant,#d9d9d9,0.5963145671905431,1.0,0.07109289335938572,0.1192204538861602,High,Moderate,#fee08b
126,왜관,경부선,128.429108,35.979206,12196.49501992032,1305.752988047809,13502.248007968128,599.2332278478597,0.091935779810926,0.4589177534594463,1345.663346613546,1265.8426294820715,-0.0305650141573911,0.0305650141573911,0.2504340748111802,0.122001408820454,0.0113411471746619,0.0387127902659141,0.1217414325776055,High,POINT (128.429108 35.979206),-0.0091331031379521,0.316,4,False,Not significant,#d9d9d9,0.5963145671905431,1.0,0.0725961896766715,0.1217414325776055,High,Moderate,#fee08b
127,서대구,경부선,128.525315,35.884362,30829.938247011956,1893.8456175298804,32723.783864541834,653.6814459447352,0.0574590142527783,0.3451608937360606,2054.998007968128,1732.6932270916334,-0.0850926754253793,0.0850926754253793,0.1534729255751055,0.1770458101575283,0.0067600098108351,0.1077759977451745,0.1220628222309921,High,POINT (128.525315 35.884362),-0.0355251914714499,0.006,4,True,High-Low,#fdae61,0.5963145671905431,1.0,0.07278783900873026,0.1220628222309921,High,Moderate,#fee08b
129,북대구,경부선,128.584088,35.911046,29144.36752988048,1244.9870517928289,30389.354581673306,441.44820452668495,0.040419155087097,0.3545805588025857,1116.5378486055777,1373.4362549800796,0.1031731237704675,0.1031731237704675,0.1055506712459182,0.1163138276212338,0.0071393520298092,0.1306761868663969,0.0941224574393868,Moderate,POINT (128.584088 35.911046),0.315976862611118,0.003,3,True,Low-Low,#4575b4,0.5963145671905431,1.0,0.05612659247087825,0.0941224574393868,Moderate,Low,#9ecae1
130,동김천,경부선,128.175588,36.139931,5869.527888446215,714.3386454183267,6583.866533864541,335.42959592006827,0.1046317031396599,0.4695666377165357,698.3247011952192,730.3525896414343,0.0224178606684922,0.0224178606684922,0.2861396085710375,0.0666461011695671,0.0117699916564087,0.0283938340025262,0.1138684780539683,High,POINT (128.175588 36.139931),0.0008498804988024,0.46,3,False,Not significant,#d9d9d9,0.5963145671905431,1.0,0.06790143220739796,0.1138684780539683,High,Moderate,#fee08b
131,경산,경부선,128.793257,35.874997,16534.131474103586,2024.938247011952,18559.06972111554,904.0858854701772,0.1028670184060809,0.446475781078395,2020.1892430278888,2029.687250996016,0.0023452586719972,0.0023452586719972,0.2811766760848508,0.1893158420331166,0.0108400926915025,0.002970438901838,0.1439098617540583,High,POINT (128.793257 35.874997),-0.2892921829166984,0.003,4,True,High-Low,#fdae61,0.5963145671905431,1.0,0.08581554692632216,0.1439098617540583,High,Moderate,#fee08b
132,영천,경부선,128.951405,35.925306,7071.048804780877,1058.268924302789,8129.317729083666,508.1416020434226,0.1324107701963042,0.4801630194122893,1027.5637450199204,1088.9741035856573,0.0290145336197013,0.0290145336197013,0.3642644042968847,0.0988373502242627,0.0121967217914161,0.0367489950732182,0.1487196697292711,Very High,POINT (128.951405 35.925306),-0.1698264919982119,0.125,4,False,Not significant,#d9d9d9,0.5963145671905431,1.0,0.0886837054873308,0.1487196697292711,Very High,Moderate,#fee08b
